;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
11440;Casa;El Agustino;1;0;0;40;750.0;;
11441;Casa;Pueblo Libre;5;2;1;400;20000.0;180.0;576.0
11442;Departamento;Rímac;1;1;1;92;4000.0;1232.0;
11443;Habitación;San Borja;1;0;0;27;1080.0;450.0;54.0
11444;Flat;Comas;1;1;0;60;7000.0;;
11445;Departamento;Jesús María;2;1;2;75;1700.0;1020.0;170.0
11446;Departamento;Punta Hermosa;2;0;0;65;1500.0;500.0;25.0
11447;Departamento;Ate;2;1;1;184;2700.0;1800.0;345.0
11448;Departamento;Miraflores;3;2;1;150;3500.0;1689.0;518.0
11449;Departamento;San Isidro;3;1;0;82;1100.0;550.0;28.0
11450;Casa;Lurigancho;5;4;1;845;35000.0;;1540.0
11451;Departamento;Ate;1;1;0;71;1800.0;800.0;
11452;Casa;La Molina;2;2;0;92;1300.0;;53.0
11453;Departamento;Comas;4;3;2;171;25000.0;2840.0;1057.0
11454;Departamento;San Miguel;2;1;0;70;1700.0;528.0;92.0
11455;Departamento;Ate;2;3;2;100;9000.0;3982.0;467.0
11456;Departamento;Ate;1;1;1;66;2000.0;1300.0;
11457;Casa de villa;La Molina;2;0;0;56;1090.0;;
11458;Departamento;Pueblo Libre;3;3;3;500;20000.0;6838.0;
11459;Departamento;Punta Hermosa;4;3;2;460;9500.0;9700.0;9.0
11460;Departamento;Rímac;3;3;1;130;8600.0;1300.0;500.0
11461;Casa;Santiago de Surco;4;3;4;684;35000.0;;
11462;Departamento;San Borja;2;0;0;62;2500.0;709.0;97.0
11463;Departamento;San Bartolo;3;0;0;91;3300.0;804.0;1543.0
11464;Departamento;Villa El Salvador;1;0;0;50;2200.0;426.0;73.0
11465;Departamento;La Perla;2;1;0;63;2800.0;678.0;138.0
11466;Departamento;La Punta;1;0;0;47;1150.0;500.0;25.0
11467;Habitación;San Borja;0;0;0;22;1300.0;300.0;24.0
11468;Departamento;San Miguel;2;1;0;71;1500.0;660.0;555.0
11469;Casa;Chorrillos;3;0;0;88;5800.0;;
11470;Casa en condominio;Lince;2;1;2;70;1300.0;350.0;
11471;Casa en condominio;Ate;5;4;5;700;12000.0;1820.0;
11472;Departamento;Comas;2;1;0;60;900.0;550.0;
11473;Departamento;Chorrillos;2;0;0;64;2400.0;690.0;75.0
11474;Departamento;San Borja;2;1;0;75;3600.0;740.0;80.0
11475;Departamento;Ate;2;1;1;80;3900.0;1000.0;140.0
11476;Casa;Villa El Salvador;2;0;0;110;1400.0;;
11477;Departamento;San Luis;3;1;1;70;1600.0;600.0;80.0
11478;Departamento;Jesús María;3;3;2;188;4500.0;683.0;4335.0
11479;Departamento;San Borja;3;2;1;231;7000.0;1500.0;433.0
11480;Departamento;Rímac;2;1;0;70;1500.0;450.0;350.0
11481;Departamento;San Borja;2;1;0;197;4000.0;1000.0;
11482;Departamento;Ate;3;2;1;120;6000.0;2100.0;580.0
11483;Departamento;Ate;4;3;4;315;13000.0;4090.0;981.0
11484;Casa en condominio;Jesús María;4;2;2;278;7500.0;1560.0;414.0
11485;Casa;Lince;3;3;0;125;2500.0;;
11486;Departamento;Comas;2;1;2;80;5500.0;1000.0;2530.0
11487;Departamento;San Borja;1;0;0;50;1650.0;550.0;
11488;Departamento;Villa El Salvador;1;0;0;40;2000.0;580.0;80.0
11489;Casa en condominio;Ancón;2;1;2;75;1700.0;;
11490;Casa;Barranco;1;0;0;50;900.0;;
11491;Departamento;San Borja;4;0;4;150;8000.0;1368.0;200.0
11492;Departamento;Lince;2;1;0;65;700.0;240.0;
11493;Casa;Lince;1;0;0;50;650.0;;55.0
11494;Flat;Ate;1;1;1;50;1700.0;1430.0;180.0
11495;Departamento;Comas;3;2;1;160;6500.0;2380.0;420.0
11496;Casa;La Perla;4;4;4;1097;30000.0;;16654.0
11497;Departamento;Ate;2;2;2;70;3500.0;1400.0;
11498;Casa en condominio;Ate;5;8;2;472;9000.0;800.0;1050.0
11499;Departamento;Pueblo Libre;4;3;4;256;20000.0;3200.0;1175.0
11500;Departamento;Santa Anita;1;0;0;35;1100.0;200.0;35.0
11501;Departamento;San Martín de Porres;1;0;0;40;1150.0;80.0;20.0
11502;Departamento;Rímac;3;2;1;140;5000.0;3990.0;582.0
11503;Departamento;Comas;1;0;0;35;600.0;274.0;22.0
11504;Departamento;San Borja;1;0;0;25;1500.0;537.0;
11505;Departamento;Comas;2;1;2;200;14000.0;1300.0;350.0
11506;Departamento;San Miguel;2;0;0;60;1450.0;250.0;47.0
11507;Departamento;Pueblo Libre;4;2;1;180;8000.0;2000.0;1000.0
11508;Departamento;San Bartolo;2;0;0;75;2800.0;918.0;
11509;Departamento;Magdalena del Mar;2;1;0;56;1000.0;363.0;20.0
11510;Departamento;San Borja;3;1;1;170;3200.0;1600.0;369.0
11511;Departamento;Comas;4;2;3;380;29900.0;5000.0;
11512;Departamento;Comas;2;1;1;90;12000.0;3598.0;588.0
11513;Departamento;San Borja;1;0;0;50;1600.0;600.0;25.0
11514;Flat;San Borja;1;0;0;65;5000.0;1717.0;298.0
11515;Departamento;San Borja;1;0;0;20;1300.0;335.0;30.0
11516;Departamento;Ate;3;0;1;121;5000.0;2483.0;3674.0
11517;Departamento;Lince;3;1;1;70;2000.0;740.0;144.0
11518;Departamento;Punta Hermosa;1;0;0;41;1500.0;609.0;
11519;Departamento;Villa El Salvador;1;0;0;27;1000.0;366.0;25.0
11520;Departamento;San Borja;3;0;2;50;4500.0;;
11521;Departamento;Ate;2;0;1;90;3000.0;1051.0;2575.0
11522;Habitación;Puente Piedra;1;0;0;22;950.0;400.0;20.0
11523;Departamento;Pueblo Libre;2;2;1;85;10000.0;2950.0;350.0
11524;Departamento;Lurín;1;0;0;44;950.0;300.0;29.0
11525;Departamento;Jesús María;3;2;2;125;2350.0;900.0;199.0
11526;Cochera;Ate;0;1;0;0;300.0;;
11527;Departamento;Chorrillos;2;1;1;60;2500.0;1100.0;160.0
11528;Departamento;Comas;3;2;1;263;7500.0;3150.0;700.0
11529;Departamento;Comas;3;1;1;112;7800.0;1500.0;
11530;Departamento;Ate;4;3;4;230;15009.0;2600.0;470.0
11531;Departamento;Ventanilla;2;0;0;100;1500.0;420.0;20.0
11532;Departamento;San Isidro;3;2;0;121;1700.0;613.0;
11533;Departamento;Rímac;2;2;2;150;12000.0;4400.0;600.0
11534;Casa de villa;Punta Negra;1;0;0;60;1100.0;;
11535;Habitación;San Borja;1;0;0;24;1300.0;450.0;
11536;Departamento;Jesús María;2;1;1;62;1550.0;829.0;
11537;Casa;Los Olivos;2;0;0;50;1000.0;;
11538;Departamento;Rímac;3;2;0;160;5000.0;2519.0;415.0
11539;Departamento;Comas;4;1;3;200;13500.0;1700.0;631.0
11540;Departamento;Callao;3;2;1;89;2100.0;1000.0;250.0
11541;Departamento;Ate;2;1;1;70;2200.0;950.0;
11542;Departamento;San Miguel;2;1;1;100;2200.0;994.0;193.0
11543;Departamento;Villa El Salvador;2;0;0;76;2500.0;704.0;140.0
11544;Departamento;San Bartolo;2;1;0;41;2100.0;420.0;
11545;Departamento;Punta Hermosa;3;0;0;90;2600.0;672.0;96.0
11546;Departamento;Ate;1;1;0;66;4500.0;1400.0;
11547;Departamento;San Borja;1;0;0;30;2000.0;500.0;23.0
11548;Departamento;Ate;4;3;4;240;9500.0;3626.0;1502.0
11549;Departamento;Comas;3;2;1;160;6500.0;2200.0;420.0
11550;Departamento;San Miguel;3;2;1;132;2200.0;1100.0;
11551;Departamento;Lince;2;1;0;50;850.0;370.0;
11552;Departamento;La Punta;2;0;0;50;1500.0;100.0;
11553;Casa en condominio;Ate;5;0;5;900;15000.0;2000.0;1800.0
11554;Departamento;San Miguel;2;1;1;89;1800.0;914.0;137.0
11555;Departamento;Comas;1;0;0;40;4000.0;;
11556;Departamento;San Miguel;2;0;0;61;1200.0;500.0;
11557;Departamento;Ate;4;3;4;225;7500.0;3900.0;540.0
11558;Departamento;Jesús María;4;2;2;300;5000.0;1168.0;363.0
11559;Departamento;San Borja;2;0;0;74;2500.0;830.0;720.0
11560;Departamento;Lurigancho;3;0;0;96;3700.0;;
11561;Departamento;Lurín;2;1;1;60;900.0;590.0;
11562;Departamento;San Miguel;3;1;1;170;3000.0;1200.0;200.0
11563;Departamento;Ate;2;2;1;110;6000.0;2100.0;
11564;Departamento;Ate;4;2;2;129;4500.0;1850.0;320.0
11565;Habitación;Chorrillos;1;0;0;25;1300.0;485.0;30.0
11566;Departamento;Chorrillos;2;1;1;82;4000.0;1130.0;
11567;Departamento;Jesús María;2;1;1;64;1750.0;660.0;
11568;Casa;Pachacámac;6;0;0;360;12000.0;;120.0
11569;Departamento;San Borja;3;1;1;190;8500.0;1286.0;324.0
11570;Departamento;Rímac;3;1;0;120;4500.0;2000.0;275.0
11571;Casa en condominio;Jesús María;7;6;6;800;16000.0;1200.0;13000.0
11572;Departamento;Pachacámac;2;0;0;80;2400.0;385.0;175.0
11573;Departamento;Santa Anita;4;2;0;130;3000.0;1200.0;240.0
11574;Habitación;Pachacámac;1;0;0;20;750.0;245.0;
11575;Departamento;Comas;4;2;4;215;19500.0;2500.0;
11576;Departamento;Ate;1;1;0;68;3000.0;606.0;
11577;Departamento;Chaclacayo;2;1;0;65;1200.0;285.0;60.0
11578;Departamento;Ventanilla;2;1;0;70;1500.0;500.0;45.0
11579;Departamento;Jesús María;1;1;1;58;1400.0;800.0;240.0
11580;Departamento;Ate;1;1;0;55;2200.0;1100.0;227.0
11581;Casa de villa;San Miguel;1;0;0;35;1200.0;10.0;260.0
11582;Departamento;San Borja;2;0;0;60;2600.0;500.0;
11583;Casa;Lince;3;1;2;200;12000.0;;
11584;Departamento;Chorrillos;3;2;2;130;4200.0;1357.0;320.0
11585;Departamento;San Borja;3;1;1;130;5500.0;1220.0;220.0
11586;Departamento;Carabayllo;3;2;1;156;2950.0;1450.0;
11587;Departamento;Rímac;2;0;0;82;4000.0;750.0;170.0
11588;Casa;Villa María del Triunfo;3;2;1;180;1700.0;808.0;12.0
11589;Departamento;San Borja;3;0;0;80;3100.0;1000.0;100.0
11590;Departamento;Pueblo Libre;3;1;0;170;4000.0;1534.0;
11591;Departamento;Rímac;1;1;0;55;6200.0;980.0;90.0
11592;Departamento;Rímac;3;1;1;130;5000.0;1690.0;291.0
11593;Casa;La Perla;5;4;2;690;10000.0;900.0;1100.0
11594;Departamento;Jesús María;3;2;3;180;3100.0;915.0;
11595;Departamento;Pucusana;2;0;1;70;2700.0;400.0;20.0
11596;Departamento;Comas;4;2;2;546;42000.0;6500.0;2800.0
11597;Departamento;San Borja;3;2;1;160;5200.0;1675.0;
11598;Departamento;Jesús María;4;2;4;190;3950.0;1290.0;300.0
11599;Departamento;Pucusana;2;0;0;95;2100.0;680.0;55.0
11600;Casa en condominio;Ate;3;3;1;180;3000.0;700.0;
11601;Departamento;Comas;5;0;3;400;22500.0;4186.0;
11602;Departamento;Villa El Salvador;1;0;0;40;1900.0;711.0;
11603;Departamento;Rímac;3;2;1;110;5000.0;1030.0;
11604;Casa en condominio;Ate;5;5;5;566;20000.0;1308.0;
11605;Departamento;Ventanilla;2;0;0;75;1200.0;665.0;
11606;Departamento;Jesús María;2;1;1;71;1700.0;780.0;
11607;Departamento;Callao;2;0;1;62;1200.0;200.0;416.0
11608;Departamento;San Borja;4;0;0;150;4200.0;1100.0;190.0
11609;Departamento;San Borja;2;0;0;76;2300.0;702.0;165.0
11610;Casa en condominio;Ate;5;0;3;600;10000.0;2200.0;15000.0
11611;Departamento;Jesús María;4;2;2;120;3000.0;800.0;
11612;Departamento;Chorrillos;2;1;1;62;2200.0;730.0;131.0
11613;Departamento;San Luis;2;1;1;55;2500.0;500.0;
11614;Departamento;Ate;1;2;0;68;2200.0;702.0;230.0
11615;Departamento;Punta Hermosa;2;0;0;60;2300.0;712.0;90.0
11616;Departamento;Comas;3;2;1;126;7800.0;1800.0;400.0
11617;Departamento;Punta Hermosa;2;1;0;75;2200.0;890.0;107.0
11618;Departamento;Punta Hermosa;2;1;2;103;3500.0;890.0;380.0
11619;Casa;Puente Piedra;5;0;0;85;1200.0;;
11620;Departamento;Jesús María;1;0;0;54;1800.0;458.0;112.0
11621;Departamento;San Borja;4;1;1;240;8000.0;2400.0;650.0
11622;Departamento;Rímac;2;1;2;100;5600.0;1400.0;300.0
11623;Departamento;Lince;2;1;0;90;1500.0;614.0;84.0
11624;Departamento;Santiago de Surco;3;1;1;130;4900.0;2100.0;269.0
11625;Casa de villa;Santa Anita;2;0;0;80;1350.0;;150.0
11626;Departamento;San Borja;2;0;0;60;2000.0;590.0;
11627;Casa en condominio;Ate;4;4;2;450;6000.0;2400.0;1600.0
11628;Departamento;San Borja;3;1;2;281;10000.0;2630.0;530.0
11629;Departamento;San Borja;1;0;0;70;1800.0;990.0;
11630;Departamento;Ventanilla;2;1;1;95;1700.0;750.0;
11631;Casa de villa;Santa Anita;3;1;1;92;1500.0;80.0;13.0
11632;Casa;Lince;3;2;1;243;3900.0;100.0;
11633;Departamento;Chorrillos;2;0;0;44;2000.0;386.0;25.0
11634;Departamento;San Bartolo;3;0;1;180;6000.0;1500.0;500.0
11635;Departamento;La Punta;2;1;0;57;1300.0;402.0;49.0
11636;Departamento;Lurigancho;4;3;3;340;15000.0;2990.0;1416.0
11637;Departamento;Ate;4;4;4;225;13000.0;4000.0;13000.0
11638;Departamento;Chaclacayo;3;1;1;115;2300.0;650.0;
11639;Departamento;Comas;4;2;3;283;13000.0;5000.0;1000.0
11640;Departamento;Pueblo Libre;2;0;1;95;3500.0;600.0;280.0
11641;Departamento;San Borja;4;2;4;410;25000.0;2200.0;1350.0
11642;Departamento;La Punta;3;1;1;74;1900.0;450.0;
11643;Departamento;Ate;2;1;0;71;1700.0;1444.0;
11644;Habitación;Carabayllo;1;1;0;30;480.0;;
11645;Flat;Comas;2;2;2;80;12000.0;3600.0;599.0
11646;Departamento;San Borja;3;1;0;82;4500.0;893.0;111.0
11647;Departamento;Rímac;3;2;1;160;9000.0;2800.0;
11648;Casa;San Miguel;7;2;0;340;10000.0;;1944.0
11649;Departamento;Jesús María;3;2;1;110;2200.0;900.0;220.0
11650;Departamento;San Borja;4;1;0;160;3300.0;1600.0;190.0
11651;Departamento;Ventanilla;3;0;0;82;1500.0;410.0;83.0
11652;Habitación;Chorrillos;0;0;0;23;900.0;390.0;30.0
11653;Departamento;San Miguel;4;2;1;145;3750.0;1640.0;256.0
11654;Departamento;San Borja;3;0;1;150;3700.0;1500.0;258.0
11655;Departamento;San Borja;1;0;0;30;1200.0;350.0;
11656;Departamento;Comas;3;1;0;118;4600.0;1354.0;278.0
11657;Departamento;Jesús María;3;2;1;159;2500.0;1338.0;3166.0
11658;Departamento;Punta Hermosa;4;2;1;327;15000.0;1966.0;727.0
11659;Departamento;San Borja;1;0;0;42;1500.0;390.0;24.0
11660;Departamento;San Borja;2;0;1;100;5000.0;965.0;86.0
11661;Departamento;Villa El Salvador;1;1;1;76;3200.0;662.0;198.0
11662;Departamento;San Luis;2;1;0;52;1200.0;;
11663;Departamento;Ate;4;2;1;125;3900.0;;350.0
11664;Departamento;Jesús María;2;0;0;55;950.0;490.0;28.0
11665;Departamento;San Borja;2;1;1;75;2699.0;1620.0;110.0
11666;Casa;Lince;1;0;0;55;500.0;;
11667;Departamento;Ate;2;1;1;90;3500.0;521.0;
11668;Departamento;Punta Hermosa;3;2;1;130;4500.0;2100.0;425.0
11669;Habitación;San Borja;0;0;0;25;1100.0;384.0;
11670;Departamento;Rímac;1;1;1;55;3000.0;1053.0;160.0
11671;Departamento;La Punta;2;1;0;70;1100.0;500.0;
11672;Departamento;San Miguel;2;1;1;80;2100.0;750.0;120.0
11673;Departamento;Ate;3;2;1;120;5500.0;2600.0;740.0
11674;Departamento;Ventanilla;2;1;0;80;1600.0;454.0;113.0
11675;Departamento;Comas;4;2;1;300;22000.0;4000.0;3700.0
11676;Departamento;San Juan de Lurigancho;2;1;0;87;3000.0;792.0;
11677;Departamento;San Miguel;3;1;0;80;1500.0;450.0;
11678;Departamento;San Borja;1;0;0;37;1800.0;402.0;73.0
11679;Departamento;San Borja;2;0;1;60;2950.0;700.0;140.0
11680;Departamento;Lince;1;1;0;41;600.0;195.0;
11681;Departamento;San Miguel;2;0;1;84;2100.0;1150.0;408.0
11682;Departamento;San Borja;2;0;0;82;3650.0;690.0;
11683;Departamento;Villa El Salvador;3;1;0;165;5500.0;1550.0;35.0
11684;Departamento;Callao;2;1;0;48;1200.0;492.0;15.0
11685;Departamento;Carmen de La Legua;3;1;1;74;1800.0;505.0;64.0
11686;Departamento;Villa El Salvador;1;0;0;37;2300.0;485.0;56.0
11687;Flat;San Borja;1;1;1;60;3300.0;1369.0;160.0
11688;Departamento;Rímac;3;1;0;100;4990.0;950.0;334.0
11689;Departamento;Jesús María;2;1;0;60;950.0;522.0;80.0
11690;Departamento;Ate;3;2;2;112;5500.0;1200.0;682.0
11691;Departamento;Lurín;3;0;0;70;2700.0;600.0;72.0
11692;Departamento;Ate;3;2;1;74;2800.0;622.0;64.0
11693;Departamento;El Agustino;2;0;0;60;1300.0;;
11694;Departamento;Comas;3;1;1;145;8000.0;1700.0;
11695;Departamento;Jesús María;2;1;1;70;2000.0;750.0;150.0
11696;Casa en condominio;Jesús María;5;3;4;492;5800.0;1000.0;850.0
11697;Departamento;Lince;2;1;0;46;900.0;280.0;
11698;Casa;Lince;2;1;0;75;800.0;;25.0
11699;Departamento;Chaclacayo;1;0;0;36;1100.0;350.0;130.0
11700;Departamento;Ate;4;5;4;603;12000.0;6721.0;
11701;Departamento;Ate;4;3;4;234;10500.0;3430.0;460.0
11702;Departamento;Rímac;3;2;2;220;7000.0;4974.0;980.0
11703;Departamento;Ate;2;1;1;72;2400.0;1200.0;222.0
11704;Departamento;Chorrillos;2;2;1;105;3600.0;1247.0;254.0
11705;Departamento;Comas;3;2;1;140;10000.0;3050.0;690.0
11706;Departamento;San Borja;4;2;2;360;6000.0;3500.0;380.0
11707;Departamento;Rímac;2;1;1;70;4900.0;1200.0;2703.0
11708;Casa;San Juan de Lurigancho;4;4;1;800;15000.0;1300.0;1100.0
11709;Departamento;Comas;4;2;1;250;6500.0;2800.0;674.0
11710;Casa;La Perla;4;3;3;560;18000.0;1300.0;
11711;Departamento;San Luis;2;1;0;50;900.0;450.0;14.0
11712;Departamento;Jesús María;3;1;1;92;2700.0;870.0;188.0
11713;Departamento;Punta Hermosa;4;2;1;220;7000.0;3900.0;1000.0
11714;Departamento;Jesús María;3;2;1;122;2500.0;462.0;
11715;Departamento;Villa El Salvador;4;2;2;150;7000.0;1965.0;
11716;Departamento;Ate;2;1;2;70;4000.0;1600.0;300.0
11717;Departamento;San Bartolo;3;1;1;120;4200.0;900.0;
11718;Departamento;San Luis;2;1;1;130;2100.0;520.0;500.0
11719;Departamento;San Miguel;3;1;0;92;1900.0;655.0;
11720;Departamento;San Miguel;3;1;1;95;2300.0;1400.0;118.0
11721;Departamento;Rímac;1;0;1;58;6000.0;950.0;150.0
11722;Departamento;Chorrillos;3;1;1;101;5100.0;1340.0;342.0
11723;Departamento;Punta Hermosa;4;3;1;216;7000.0;2700.0;5000.0
11724;Departamento;Carmen de La Legua;2;1;0;50;1700.0;470.0;
11725;Departamento;San Bartolo;3;1;2;200;22000.0;;
11726;Casa en condominio;Jesús María;5;4;5;800;15000.0;1700.0;1300.0
11727;Departamento;Comas;2;0;0;65;3500.0;902.0;184.0
11728;Departamento;San Luis;2;0;0;41;900.0;230.0;
11729;Departamento;San Borja;3;1;0;100;3100.0;700.0;
11730;Departamento;Pueblo Libre;4;4;3;392;10500.0;2890.0;2200.0
11731;Departamento;Comas;3;1;1;170;8500.0;1650.0;440.0
11732;Departamento;La Victoria;1;1;0;58;1100.0;565.0;500.0
11733;Casa;Barranco;2;0;1;100;1100.0;;
11734;Departamento;San Borja;3;1;1;300;5000.0;1400.0;400.0
11735;Casa en condominio;Ate;4;6;3;370;10500.0;950.0;
11736;Casa en condominio;Callao;2;1;2;60;1100.0;450.0;
11737;Flat;Comas;2;1;1;85;8000.0;3300.0;570.0
11738;Departamento;Jesús María;2;1;1;65;1600.0;550.0;
11739;Departamento;San Bartolo;3;1;1;180;7500.0;1900.0;5000.0
11740;Departamento;Ventanilla;2;0;0;50;1300.0;300.0;24.0
11741;Departamento;Chorrillos;3;2;3;186;22000.0;3500.0;1060.0
11742;Departamento;Ate;3;1;1;107;2100.0;1258.0;144.0
11743;Departamento;San Borja;1;0;0;25;1200.0;420.0;25.0
11744;Casa;Lurigancho;4;3;4;452;20000.0;;1749.0
11745;Habitación;Pachacámac;1;0;0;30;700.0;480.0;80.0
11746;Departamento;Pachacámac;2;0;0;65;2690.0;530.0;21.0
11747;Departamento;Ate;2;1;1;70;1750.0;750.0;78.0
11748;Departamento;San Juan de Lurigancho;3;1;1;130;2600.0;1034.0;240.0
11749;Casa de villa;El Agustino;1;1;0;47;1000.0;;
11750;Departamento;San Luis;2;0;0;50;900.0;451.0;
11751;Departamento;San Miguel;1;0;0;25;1400.0;310.0;
11752;Departamento;Chorrillos;3;2;1;102;3800.0;891.0;
11753;Departamento;San Martín de Porres;2;1;0;100;890.0;340.0;
11754;Departamento;Punta Hermosa;2;1;1;68;3300.0;1580.0;180.0
11755;Departamento;Ate;4;3;2;270;12000.0;3550.0;
11756;Departamento;Comas;4;3;4;320;28000.0;5700.0;1500.0
11757;Departamento;San Borja;4;1;1;172;11000.0;2000.0;475.0
11758;Habitación;Villa El Salvador;1;0;0;22;1000.0;370.0;25.0
11759;Departamento;San Miguel;2;1;0;60;1550.0;550.0;51.0
11760;Departamento;Comas;3;1;1;150;7400.0;1890.0;700.0
11761;Departamento;San Borja;2;0;0;78;2700.0;740.0;30.0
11762;Casa en condominio;Ate;6;5;6;370;9000.0;580.0;680.0
11763;Departamento;San Bartolo;1;0;0;35;2000.0;450.0;50.0
11764;Departamento;Mi Perú;2;0;0;90;1500.0;500.0;90.0
11765;Departamento;Chorrillos;3;1;0;118;4500.0;1488.0;194.0
11766;Departamento;Rímac;3;0;1;120;9500.0;2180.0;435.0
11767;Departamento;Comas;3;1;1;170;13000.0;1776.0;509.0
11768;Flat;Breña;1;1;0;50;2000.0;1233.0;142.0
11769;Departamento;Ate;2;2;1;105;4499.0;1780.0;
11770;Habitación;Lima;1;0;0;21;500.0;9.0;
11771;Departamento;Santa Anita;3;1;1;120;2000.0;796.0;172.0
11772;Departamento;Magdalena del Mar;3;3;1;140;2300.0;800.0;
11773;Departamento;Pueblo Libre;4;2;1;200;8000.0;2090.0;702.0
11774;Departamento;Ate;4;3;4;340;5500.0;1798.0;623.0
11775;Departamento;Villa El Salvador;4;2;1;330;10000.0;2368.0;1045.0
11776;Habitación;Villa El Salvador;1;0;0;23;1500.0;340.0;
11777;Departamento;Pachacámac;2;0;0;65;1600.0;400.0;
11778;Departamento;Comas;3;1;0;60;1400.0;660.0;37.0
11779;Departamento;Comas;4;2;1;200;9500.0;3700.0;1500.0
11780;Departamento;San Miguel;1;0;0;33;1350.0;260.0;24.0
11781;Casa en condominio;Villa María del Triunfo;2;2;1;100;2100.0;365.0;70.0
11782;Casa en condominio;La Punta;3;2;0;136;2200.0;532.0;
11783;Departamento;Villa El Salvador;4;3;3;460;20000.0;3300.0;990.0
11784;Departamento;Comas;1;0;0;32;2300.0;279.0;23.0
11785;Departamento;Lince;2;1;0;50;1800.0;520.0;18.0
11786;Departamento;Ate;2;1;1;80;2500.0;1319.0;150.0
11787;Departamento;Rímac;4;2;1;560;25000.0;2300.0;6000.0
11788;Departamento;Villa El Salvador;3;1;2;365;15000.0;2300.0;950.0
11789;Departamento;Chorrillos;3;3;1;96;6500.0;488.0;
11790;Departamento;Pueblo Libre;4;3;2;270;10900.0;1628.0;
11791;Departamento;Ate;4;3;3;338;12000.0;4100.0;825.0
11792;Departamento;Jesús María;2;1;1;90;1800.0;850.0;180.0
11793;Departamento;Comas;1;0;0;36;600.0;407.0;
11794;Departamento;Ate;2;0;0;73;990.0;255.0;
11795;Departamento;San Borja;4;2;1;200;6300.0;1650.0;
11796;Departamento;Rímac;3;2;3;140;14000.0;2500.0;650.0
11797;Departamento;Ate;1;1;0;48;3200.0;1670.0;
11798;Departamento;Punta Hermosa;2;1;1;71;2700.0;915.0;131.0
11799;Departamento;Ate;4;1;1;133;3500.0;1200.0;423.0
11800;Departamento;San Borja;2;0;0;95;6000.0;;
11801;Departamento;Ate;2;1;0;60;2350.0;960.0;183.0
11802;Departamento;Pucusana;1;0;1;45;2150.0;700.0;100.0
11803;Departamento;Ate;3;2;1;105;3200.0;1800.0;244.0
11804;Departamento;Pucusana;2;0;0;45;1700.0;445.0;
11805;Departamento;Comas;4;2;1;200;9500.0;3700.0;923.0
11806;Departamento;San Borja;4;1;0;180;2000.0;1924.0;423.0
11807;Departamento;San Borja;2;1;1;100;6000.0;1200.0;300.0
11808;Departamento;Ventanilla;2;2;2;81;6500.0;;
11809;Departamento;Santa Anita;2;0;0;67;1100.0;538.0;13.0
11810;Departamento;Ate;3;2;2;110;5000.0;1970.0;235.0
11811;Departamento;Ate;2;1;1;77;2100.0;1000.0;100.0
11812;Flat;Comas;1;1;0;56;4400.0;1500.0;180.0
11813;Departamento;Ate;2;1;1;85;2200.0;1300.0;330.0
11814;Flat;Ate;1;1;1;62;2133.0;970.0;140.0
11815;Flat;Ate;1;0;0;60;2000.0;1550.0;
11816;Casa;Lince;5;1;1;540;4500.0;;
11817;Departamento;Pueblo Libre;2;1;2;167;7000.0;1480.0;510.0
11818;Departamento;San Miguel;3;1;1;90;2500.0;1350.0;
11819;Flat;Comas;2;1;0;70;2500.0;1600.0;240.0
11820;Departamento;Jesús María;3;1;1;106;1700.0;650.0;2057.0
11821;Departamento;Independencia;2;0;0;60;550.0;247.0;
11822;Departamento;Pueblo Libre;3;3;3;400;30000.0;5900.0;2900.0
11823;Departamento;Ate;2;1;1;68;1900.0;960.0;107.0
11824;Habitación;San Borja;1;0;0;35;1500.0;790.0;
11825;Departamento;Jesús María;3;2;1;140;3000.0;1300.0;300.0
11826;Departamento;Comas;2;1;2;200;13000.0;1500.0;
11827;Departamento;Ate;2;1;1;80;3000.0;2000.0;220.0
11828;Departamento;Chorrillos;3;2;1;160;3900.0;2219.0;428.0
11829;Departamento;Jesús María;2;1;1;76;2000.0;817.0;150.0
11830;Departamento;San Miguel;1;0;0;50;1400.0;511.0;
11831;Departamento;Ate;3;2;1;106;3500.0;1765.0;690.0
11832;Departamento;San Miguel;3;1;1;100;2300.0;690.0;
11833;Departamento;Ate;2;1;0;50;1000.0;150.0;
11834;Departamento;Ate;1;1;0;76;1600.0;1007.0;181.0
11835;Departamento;San Miguel;3;1;0;90;2500.0;790.0;96.0
11836;Departamento;San Borja;1;1;1;45;2250.0;1200.0;270.0
11837;Departamento;Ate;2;1;1;70;2300.0;950.0;70.0
11838;Departamento;Ate;2;1;1;70;2300.0;900.0;
11839;Departamento;Chorrillos;2;1;1;92;3300.0;833.0;236.0
11840;Departamento;Chorrillos;3;2;1;437;18000.0;4400.0;
11841;Departamento;San Borja;2;2;1;78;3580.0;861.0;
11842;Casa en condominio;Villa El Salvador;2;0;0;70;1500.0;;
11843;Departamento;Ate;2;1;1;80;2250.0;1150.0;138.0
11844;Casa;Ate;3;1;0;100;1500.0;;
11845;Departamento;Rímac;2;0;0;68;2700.0;1050.0;187.0
11846;Departamento;Santa Anita;2;0;0;55;1400.0;225.0;71.0
11847;Departamento;Ate;2;1;1;104;3800.0;2570.0;655.0
11848;Departamento;Rímac;3;2;1;260;8000.0;4300.0;1185.0
11849;Departamento;La Perla;4;3;4;571;7500.0;5000.0;1639.0
